Date,AAPL,JPM,KO,XOM
2020-02-13,78.49703216552734,116.47886657714844,49.249752044677734,46.468109130859375
2020-02-14,78.51634979248047,116.12408447265625,49.530662536621094,46.25456619262695
2020-02-18,77.07865905761719,114.58655548095703,49.183650970458984,45.667327880859375
2020-02-19,78.19497680664062,116.14940643310547,49.3819465637207,46.01813888549805
2020-02-20,77.39276123046875,116.14940643310547,49.340633392333984,45.65207290649414
2020-02-21,75.64100646972656,114.73015594482422,49.67937469482422,45.095340728759766
2020-02-24,72.04800415039062,111.64668273925781,48.45659255981445,42.982810974121094
2020-02-25,69.60759735107422,106.6624526977539,47.77085876464844,41.335479736328125
2020-02-26,70.71182250976562,106.9834976196289,47.5890998840332,40.42793655395508
2020-02-27,66.08950805664062,102.53147888183594,45.38313293457031,37.995086669921875
2020-02-28,66.05085754394531,98.08790588378906,44.193416595458984,39.23057174682617
2020-03-02,72.20024108886719,102.658203125,46.201072692871094,41.09143829345703
2020-03-03,69.9072036743164,98.80599212646484,46.316734313964844,39.12381362915039
2020-03-04,73.14983367919922,101.24744415283203,48.679664611816406,39.97797393798828
2020-03-05,70.77705383300781,96.28009033203125,46.8785514831543,38.21626281738281
2020-03-06,69.83712768554688,91.30430603027344,45.65577697753906,36.370662689208984
2020-03-09,64.31356811523438,78.9366455078125,42.84669494628906,31.924406051635742
2020-03-10,68.9455337524414,85.06977844238281,44.33386993408203,33.10651779174805
2020-03-11,66.551025390625,81.06550598144531,43.13587951660156,32.01593017578125
2020-03-12,59.97880172729492,74.3832778930664,38.963565826416016,28.355226516723633
2020-03-13,67.16476440429688,87.78155517578125,40.39710235595703,29.07211685180664
2020-03-16,58.524208068847656,74.64515686035156,37.72174835205078,26.303707122802734
2020-03-17,61.09752655029297,79.20699310302734,39.32194900512695,28.07305145263672
2020-03-18,59.601871490478516,70.86895751953125,37.380027770996094,25.25887680053711
2020-03-19,59.14519119262695,72.06011962890625,34.86302185058594,26.257944107055664
2020-03-20,55.39031982421875,70.53951263427734,31.920955657958984,24.969078063964844
2020-03-23,54.21360397338867,66.76332092285156,31.304208755493164,23.985260009765625
2020-03-24,59.65260314941406,74.70429229736328,32.879417419433594,27.028221130371094
2020-03-25,59.32400131225586,77.4920654296875,34.679656982421875,28.43912696838379
2020-03-26,62.44580078125,82.89024353027344,36.913291931152344,29.605968475341797
2020-03-27,59.86040115356445,76.98519897460938,35.6797981262207,28.17981719970703
2020-03-30,61.568702697753906,78.98735046386719,37.505035400390625,28.59927749633789
2020-03-31,61.443058013916016,76.05593872070312,36.87995529174805,28.957727432250977
2020-04-01,58.210105895996094,71.26602172851562,35.104713439941406,28.622159957885742
2020-04-02,59.181434631347656,73.92707061767578,36.62991714477539,30.810951232910156
2020-04-03,58.330909729003906,71.74195861816406,36.529911041259766,29.903406143188477
2020-04-06,63.4195671081543,76.35974884033203,38.89688491821289,30.864334106445312
2020-04-07,62.68501281738281,77.36693572998047,38.7635383605957,31.45157814025879
2020-04-08,64.28939819335938,80.49097442626953,39.8553466796875,33.44208908081055
2020-04-09,64.75331115722656,87.71211242675781,40.83882522583008,32.89298629760742
2020-04-13,66.02427673339844,83.81134033203125,39.11358642578125,32.610801696777344
2020-04-14,69.35871887207031,81.51524353027344,40.77214431762695,32.359127044677734
2020-04-15,68.72566223144531,77.49497985839844,39.68033218383789,30.87196922302246
2020-04-16,69.27175903320312,74.54164123535156,39.25527572631836,29.857656478881836
2020-04-17,68.33180236816406,81.24212646484375,40.055381774902344,32.96161651611328
2020-04-20,66.91346740722656,78.28028106689453,38.780216217041016,31.405824661254883
2020-04-21,64.84513854980469,76.00978088378906,37.821754455566406,31.238035202026367
2020-04-22,66.71290588378906,76.2573013305664,38.071781158447266,32.13032531738281
2020-04-23,66.45438385009766,76.29998016357422,37.56338119506836,33.137027740478516
2020-04-24,68.37288665771484,77.42670440673828,37.86342239379883,33.350563049316406
2020-04-27,68.42120361328125,80.76412200927734,38.98857116699219,33.5107307434082
2020-04-28,67.31214904785156,81.33601379394531,38.955230712890625,34.296241760253906
2020-04-29,69.52304077148438,83.52967071533203,39.271942138671875,36.19525146484375
2020-04-30,70.98968505859375,81.73719787597656,38.246803283691406,35.44021987915039
2020-05-01,69.84680938720703,79.59471893310547,38.005104064941406,32.900604248046875
2020-05-04,70.83505249023438,78.64730072021484,37.62172317504883,34.22761535644531
2020-05-05,71.898193359375,78.52777862548828,37.83843231201172,34.189476013183594
2020-05-06,72.64000701904297,77.0511245727539,37.29667663574219,33.54886245727539
2020-05-07,73.39144897460938,77.85348510742188,37.17166519165039,33.73952865600586
2020-05-08,75.1383056640625,79.12528991699219,38.4301643371582,35.219051361083984
2020-05-11,76.32062530517578,76.79505920410156,37.955101013183594,34.88349533081055
2020-05-12,75.44841003417969,74.28558349609375,37.355018615722656,34.300411224365234
2020-05-13,74.5374526977539,71.72489166259766,36.62158203125,32.59782409667969
2020-05-14,74.99535369873047,74.70381164550781,36.42156219482422,32.88549041748047
2020-05-15,74.5519790649414,73.3210678100586,36.054840087890625,32.652259826660156
2020-05-18,76.30850219726562,77.20476531982422,37.48003387451172,35.24888610839844
2020-05-19,75.8675537109375,75.68540954589844,37.12165069580078,34.16048049926758
2020-05-20,77.34303283691406,77.95590209960938,38.246803283691406,35.2722053527832
2020-05-21,76.76641845703125,76.96577453613281,37.64672088623047,34.64248275756836
2020-05-22,77.26066589355469,76.3682632446289,37.5300407409668,34.673583984375
2020-05-26,76.73735046386719,81.78839111328125,38.41349792480469,35.692020416259766
2020-05-27,77.07170867919922,86.52568054199219,38.94689178466797,35.948577880859375
2020-05-28,77.1056137084961,85.2367935180664,39.2469482421875,35.015663146972656
2020-05-29,77.03050231933594,83.0602035522461,38.90522766113281,35.349952697753906
2020-06-01,77.97782135009766,84.16130065917969,39.163597106933594,35.979671478271484
2020-06-02,78.33878326416016,84.44298553466797,39.088584899902344,36.780433654785156
2020-06-03,78.77008056640625,89.00100708007812,39.922027587890625,38.2808837890625
2020-06-04,78.09169006347656,90.85324096679688,39.93869400024414,38.17203903198242
2020-06-05,80.31581115722656,94.94181060791016,40.91382598876953,41.2662353515625
2020-06-08,80.79069519042969,96.83670806884766,41.54724884033203,42.55677032470703
2020-06-09,83.34190368652344,94.35283660888672,40.83882522583008,41.608306884765625
2020-06-10,85.48606872558594,90.52887725830078,40.52210998535156,39.37706756591797
2020-06-11,81.3818359375,82.97486114501953,37.955101013183594,35.90193176269531
2020-06-12,82.08445739746094,85.24533081054688,38.35037612915039,36.67158889770508
2020-06-15,83.09960174560547,86.42324829101562,38.939083099365234,36.64826583862305
2020-06-16,85.30193328857422,87.1146240234375,39.33436965942383,37.47234344482422
2020-06-17,85.18321990966797,84.91246032714844,39.174583435058594,36.25177001953125
2020-06-18,85.21713256835938,84.45152282714844,39.51939392089844,36.477230072021484
2020-06-19,84.73017883300781,83.48699951171875,38.70361328125,35.74643325805664
2020-06-22,86.9470443725586,82.58222198486328,38.4681282043457,36.0885124206543
2020-06-23,88.80287170410156,83.58942413330078,38.38401412963867,36.306190490722656
2020-06-24,87.23534393310547,80.79829406738281,37.55141830444336,34.595829010009766
2020-06-25,88.39344787597656,83.61502838134766,37.78689956665039,35.11671829223633
2020-06-26,85.67747497558594,79.03140258789062,36.64311599731445,33.91169357299805
2020-06-29,87.65204620361328,79.38134765625,37.30751037597656,34.45589828491211
2020-06-30,88.38374328613281,80.28610229492188,37.5766487121582,34.76688003540039
2020-07-01,88.21659088134766,79.6032943725586,37.69438934326172,33.98166275024414
2020-07-02,88.21659088134766,79.8618392944336,37.744842529296875,34.269317626953125
2020-07-06,90.57640075683594,81.87865447998047,38.039207458496094,34.51031494140625
2020-07-07,90.29532623291016,79.56880187988281,38.02237319946289,33.61627960205078
2020-07-08,92.39832305908203,80.41345977783203,37.90464401245117,33.53852081298828
2020-07-09,92.79566955566406,78.67245483398438,36.9290657043457,32.15470886230469
2020-07-10,92.95799255371094,82.97322082519531,37.971923828125,33.157588958740234
2020-07-13,92.52915954589844,84.16263580322266,38.05601119995117,33.16535949707031
2020-07-14,94.06037902832031,84.6452865600586,38.577449798583984,34.261539459228516
2020-07-15,94.7072525024414,85.9553451538086,39.02320098876953,34.6969108581543
2020-07-16,93.5418701171875,86.19667053222656,38.81294250488281,34.4248046875
2020-07-17,93.3529052734375,84.6021957397461,39.37642288208008,33.833953857421875
2020-07-20,95.32022094726562,83.86097717285156,38.78771209716797,33.04096603393555
2020-07-21,94.004638671875,85.67953491210938,39.69600296020508,34.71246337890625
2020-07-22,94.26872253417969,85.0589828491211,40.77251052856445,33.90392303466797
2020-07-23,89.97793579101562,85.30895233154297,40.604305267333984,33.97388458251953
2020-07-24,89.75504302978516,84.70560455322266,40.780921936035156,33.76398468017578
2020-07-27,91.88225555419922,83.5162124633789,40.77251052856445,34.261539459228516
2020-07-28,90.37284851074219,83.87818908691406,40.520206451416016,33.857269287109375
2020-07-29,92.10517883300781,85.9122543334961,40.385643005371094,34.230438232421875
2020-07-30,93.2196273803711,83.6196517944336,40.108097076416016,32.55118179321289
2020-07-31,102.97868347167969,83.2921142578125,39.729637145996094,32.714454650878906
2020-08-03,105.5735092163086,82.82671356201172,38.939083099365234,32.84661102294922
2020-08-04,106.27852630615234,82.3526840209961,39.26708984375,33.795082092285156
2020-08-05,106.66375732421875,83.78340911865234,39.712825775146484,34.090511322021484
2020-08-06,110.38517761230469,83.80925750732422,39.931480407714844,33.92724609375
2020-08-07,107.87548828125,85.65367126464844,40.20060729980469,33.771759033203125
2020-08-10,109.44342803955078,86.73965454101562,40.13334655761719,34.603607177734375
2020-08-11,106.18861389160156,89.48043823242188,40.3099479675293,34.96123123168945
2020-08-12,109.71770477294922,88.72199249267578,40.7304573059082,34.953311920166016
2020-08-13,111.65943145751953,88.2306900024414,40.68840026855469,34.09711456298828
2020-08-14,111.55994415283203,88.26518249511719,40.747276306152344,34.24774169921875
2020-08-17,111.26866912841797,85.93811798095703,40.545433044433594,33.80378723144531
2020-08-18,112.19583892822266,84.7400894165039,40.722042083740234,33.637298583984375
2020-08-19,112.33662414550781,84.9383316040039,39.8389778137207,33.26470184326172
2020-08-20,114.82933044433594,83.92130279541016,39.82215881347656,32.75733184814453
2020-08-21,120.74677276611328,83.87818908691406,39.7632942199707,32.511573791503906
2020-08-24,122.19092559814453,86.23978424072266,40.34359359741211,33.470829010009766
2020-08-25,121.18851470947266,86.61898040771484,40.293128967285156,32.408512115478516
2020-08-26,122.83656311035156,85.40373229980469,40.503387451171875,31.718807220458984
2020-08-27,121.36813354492188,88.21347045898438,40.562255859375,31.504743576049805
2020-08-28,121.1715316772461,88.57545471191406,41.90788650512695,32.257877349853516
2020-08-31,125.28070831298828,86.35179901123047,41.65557861328125,31.66330337524414
2020-09-01,130.27096557617188,86.3087158203125,41.31075668334961,31.25899887084961
2020-09-02,127.5719985961914,87.61015319824219,43.051673889160156,31.068721771240234
2020-09-03,117.35844421386719,87.3343505859375,42.45454025268555,31.005306243896484
2020-09-04,117.43610382080078,89.22187042236328,42.92551040649414,30.981517791748047
2020-09-08,109.53324890136719,86.11910247802734,41.89105987548828,30.268016815185547
2020-09-09,113.90215301513672,86.93789672851562,42.21065139770508,30.085695266723633
2020-09-10,110.18372344970703,86.04154205322266,42.05084991455078,29.332557678222656
2020-09-11,108.7371597290039,87.11024475097656,42.94233703613281,29.253276824951172
2020-09-14,111.9992446899414,88.31688690185547,42.99320983886719,29.063005447387695
2020-09-15,112.17401885986328,85.56746673583984,43.28145980834961,28.753833770751953
2020-09-16,108.86336517333984,85.92947387695312,43.061031341552734,29.97469711303711
2020-09-17,107.12551879882812,84.9469223022461,42.857547760009766,29.96677589416504
2020-09-18,103.7274398803711,84.76593017578125,42.772769927978516,29.483177185058594
2020-09-21,106.87309265136719,82.14581298828125,41.619720458984375,28.880674362182617
2020-09-22,108.55266571044922,81.24945831298828,42.102989196777344,28.167179107666016
2020-09-23,103.99930572509766,79.93080139160156,40.87363815307617,27.2634220123291
2020-09-24,105.0672607421875,79.8618392944336,41.2890739440918,27.207931518554688
2020-09-25,109.00897979736328,80.5599594116211,41.30603790283203,27.46161460876465
2020-09-28,111.61090850830078,82.87843322753906,41.78081512451172,27.99277114868164
2020-09-29,110.7662353515625,82.18030548095703,41.4755973815918,27.176218032836914
2020-09-30,112.4361343383789,82.97322082519531,41.85710906982422,27.215856552124023
2020-10-01,113.38758087158203,83.57655334472656,41.69602584838867,26.264530181884766
2020-10-02,109.7274169921875,84.36947631835938,41.84864044189453,26.145610809326172
2020-10-05,113.10604858398438,86.15274047851562,41.865596771240234,26.748123168945312
2020-10-06,109.86334228515625,85.26544189453125,41.4925537109375,26.47064971923828
2020-10-07,111.72742462158203,86.75294494628906,42.0181999206543,26.5578556060791
2020-10-08,111.62061309814453,88.53618621826172,42.781246185302734,27.9531307220459
2020-10-09,113.56234741210938,88.03167724609375,43.07798385620117,27.5408935546875
2020-10-12,120.77589416503906,89.11031341552734,43.31538391113281,27.45368194580078
2020-10-13,117.57203674316406,87.66632080078125,42.5777702331543,27.12864875793457
2020-10-14,117.65940856933594,87.17919921875,42.49298095703125,27.073158264160156
2020-10-15,117.19338989257812,88.4839859008789,42.38277053833008,27.31098747253418
2020-10-16,115.5526351928711,88.30133819580078,42.416683197021484,27.03351402282715
2020-10-19,112.60118865966797,86.8138427734375,42.0690803527832,26.494426727294922
2020-10-20,114.08663177490234,87.3096923828125,42.60320281982422,26.716407775878906
2020-10-21,113.46526336669922,86.4397964477539,42.38277053833008,26.288314819335938
2020-10-22,112.37789154052734,89.49305725097656,42.9677619934082,27.63602066040039
2020-10-23,111.68859100341797,90.30204010009766,42.83211898803711,27.081085205078125
2020-10-26,111.69828033447266,88.06646728515625,42.221675872802734,26.438936233520508
2020-10-27,113.203125,86.40499877929688,42.30646896362305,26.018770217895508
2020-10-28,107.96041870117188,83.97801971435547,40.66168212890625,25.027799606323242
2020-10-29,111.96040344238281,84.52606201171875,40.712554931640625,26.1376895904541
2020-10-30,105.68861389160156,85.2828369140625,40.746463775634766,25.860214233398438
2020-11-02,105.60123443603516,87.20528411865234,41.221248626708984,26.946311950683594
2020-11-03,107.22258758544922,89.95410919189453,41.84016036987305,26.48649787902832
2020-11-04,111.60118103027344,87.20528411865234,41.68754577636719,26.34380340576172
2020-11-05,115.56232452392578,90.77175903320312,41.91646194458008,26.296234130859375
2020-11-06,115.43106079101562,89.56265258789062,41.92494201660156,25.98705291748047
2020-11-09,113.1261215209961,101.68875122070312,44.57014465332031,29.277061462402344
2020-11-10,112.78572082519531,101.35820007324219,45.76559066772461,29.92658233642578
2020-11-11,116.20906829833984,99.8446044921875,45.426456451416016,29.61805534362793
2020-11-12,115.936767578125,98.61809539794922,44.94319534301758,28.603179931640625
2020-11-13,115.98539733886719,99.23570251464844,45.31624221801758,29.293296813964844
2020-11-16,116.996826171875,102.03671264648438,45.655364990234375,30.9820556640625
2020-11-17,116.11183166503906,101.00152587890625,45.5112419128418,31.3961181640625
2020-11-18,114.7891616821289,100.25345611572266,44.60406494140625,30.210750579833984
2020-11-19,115.3824234008789,100.52312469482422,45.04493713378906,30.36499786376953
2020-11-20,114.11811065673828,99.66194152832031,44.65493392944336,29.991531372070312
2020-11-23,110.72393798828125,102.53253173828125,44.663421630859375,31.95632553100586
2020-11-24,112.00767517089844,107.27337646484375,45.12123489379883,34.08349609375
2020-11-25,112.84408569335938,106.1512451171875,44.8753776550293,33.13358688354492
2020-11-27,113.3886947631836,105.44662475585938,44.68037033081055,32.63019561767578
2020-11-30,115.78115844726562,102.54122924804688,44.09078598022461,30.957687377929688
2020-12-01,119.35037994384766,104.1592025756836,44.46676254272461,31.258085250854492
2020-12-02,119.70050048828125,106.15991973876953,44.52656936645508,32.42723083496094
2020-12-03,119.56434631347656,105.46403503417969,45.09906005859375,32.64643859863281
2020-12-04,118.89329528808594,106.4208755493164,46.01334762573242,33.83993148803711
2020-12-07,120.35209655761719,106.020751953125,45.27851104736328,33.20665740966797
2020-12-08,120.96479797363281,106.12513732910156,45.44084930419922,34.29460144042969
2020-12-09,118.43619537353516,105.29874420166016,45.56902313232422,34.7492561340332
2020-12-10,119.85610961914062,104.6202392578125,45.32978057861328,35.73164749145508
2020-12-11,119.04890441894531,104.00263214111328,45.58610916137695,35.5611572265625
2020-12-14,118.43619537353516,102.9065933227539,45.51775360107422,34.27836227416992
2020-12-15,124.36871337890625,104.66375732421875,46.00480270385742,34.944114685058594
2020-12-16,124.30062103271484,104.96819305419922,45.33831787109375,35.47996520996094
2020-12-17,125.16618347167969,104.09832763671875,45.51775360107422,35.30134963989258
2020-12-18,123.18219757080078,103.5850830078125,45.91935729980469,34.692413330078125
2020-12-21,124.70909881591797,107.47345733642578,45.124698638916016,34.05914306640625
2020-12-22,128.25888061523438,105.83806610107422,45.081974029541016,33.482696533203125
2020-12-23,127.36414337158203,108.79566955566406,45.355411529541016,33.912994384765625
2020-12-24,128.346435546875,108.3172378540039,45.66301727294922,33.77497863769531
2020-12-28,132.93678283691406,109.03053283691406,46.278236389160156,33.88864517211914
2020-12-29,131.1667938232422,108.74346923828125,46.25260543823242,33.50706100463867
2020-12-30,130.04833984375,109.04792785644531,46.517494201660156,33.77497863769531
2020-12-31,129.04661560058594,110.53540802001953,46.85927963256836,33.46645736694336
2021-01-04,125.85668182373047,109.49156951904297,45.081974029541016,33.693790435791016
2021-01-05,127.41277313232422,110.08734130859375,44.58638381958008,35.317588806152344
2021-01-06,123.12387084960938,115.25657653808594,43.16796112060547,36.21880340576172
2021-01-07,127.32523345947266,119.04151153564453,42.689449310302734,36.50295639038086
2021-01-08,128.42422485351562,119.1729507446289,43.646453857421875,36.908905029296875
2021-01-11,125.43850708007812,120.9515151977539,42.894535064697266,38.029335021972656
2021-01-12,125.2634506225586,122.85272216796875,42.817623138427734,38.87369918823242
2021-01-13,127.29608154296875,122.96660614013672,42.86034393310547,39.312129974365234
2021-01-14,125.37042999267578,123.68507385253906,42.065673828125,40.84661102294922
2021-01-15,123.64903259277344,121.46842193603516,41.61281967163086,38.88182067871094
2021-01-19,124.3200912475586,120.9427490234375,41.45047378540039,39.65311813354492
2021-01-20,128.40475463867188,119.129150390625,41.59572982788086,40.21333312988281
2021-01-21,133.1118621826172,118.1303482055664,41.826438903808594,39.06044387817383
2021-01-22,135.25143432617188,117.21912384033203,41.43337631225586,38.50834655761719
2021-01-25,138.9957275390625,115.75597381591797,41.68116760253906,38.07804870605469
2021-01-26,139.22915649414062,115.28288269042969,42.11695861816406,37.24178695678711
2021-01-27,138.1593475341797,112.02362060546875,41.467559814453125,36.81959915161133
2021-01-28,133.3258514404297,113.99492645263672,41.99733352661133,37.39604568481445
2021-01-29,128.33670043945312,112.73329162597656,41.142860412597656,36.4055290222168
2021-02-01,130.45681762695312,113.56562042236328,41.42483901977539,36.47047424316406
2021-02-02,131.28347778320312,117.06144714355469,41.834983825683594,37.04693603515625
2021-02-03,130.26235961914062,118.40191650390625,41.67263412475586,38.50022888183594
2021-02-04,133.6175994873047,121.12671661376953,41.87771224975586,39.23905944824219
2021-02-05,133.2036590576172,120.89018249511719,42.424564361572266,40.55432891845703
2021-02-08,133.34971618652344,122.78267669677734,42.655269622802734,42.299903869628906
2021-02-09,132.47312927246094,122.29200744628906,42.4672966003418,41.80450439453125
2021-02-10,131.86924743652344,122.36210632324219,42.381839752197266,42.209083557128906
2021-02-11,131.61599731445312,122.02039337158203,42.97997283935547,41.15221405029297
2021-02-12,131.84979248046875,123.75517272949219,43.31321716308594,41.71367263793945
2021-02-16,129.72645568847656,126.73401641845703,42.954341888427734,42.96872329711914
2021-02-17,127.4375991821289,127.1283187866211,42.834720611572266,43.63753128051758
2021-02-18,126.33696746826172,127.55764770507812,43.3815803527832,42.95220184326172
2021-02-19,126.49281311035156,129.6866455078125,42.817623138427734,43.2411994934082
2021-02-22,122.72342681884766,130.9044647216797,43.261959075927734,44.834774017333984
2021-02-23,122.58708190917969,131.9558868408203,43.18505096435547,45.45403289794922
2021-02-24,122.0903549194336,134.27761840820312,43.3303108215332,46.8164176940918
2021-02-25,117.84371948242188,132.4552764892578,42.86888885498047,46.04026794433594
2021-02-26,118.10670471191406,128.94192504882812,41.86061096191406,44.89257049560547
2021-03-01,124.46691131591797,131.85951232910156,42.63818359375,46.5687141418457
2021-03-02,121.86634063720703,131.43016052246094,42.80908203125,46.296234130859375
2021-03-03,118.88590240478516,133.97097778320312,42.70654296875,46.66779708862305
2021-03-04,117.00607299804688,131.91207885742188,42.67236328125,48.47604751586914
2021-03-05,118.26251983642578,132.21875,43.398658752441406,50.30907440185547
2021-03-08,113.33413696289062,133.97097778320312,44.124961853027344,50.25952911376953
2021-03-09,117.94110870361328,133.02476501464844,43.4584846496582,49.4833869934082
2021-03-10,116.86001586914062,135.916015625,43.954063415527344,51.002655029296875
2021-03-11,118.78849029541016,135.20632934570312,43.475563049316406,50.62282943725586
2021-03-12,117.88268280029297,136.80967712402344,43.389404296875,51.16778564453125
2021-03-15,120.76570892333984,136.12631225585938,43.966670989990234,49.863197326660156
2021-03-16,122.30461120605469,134.4966278076172,44.13037109375,48.80632400512695
2021-03-17,121.51569366455078,135.88096618652344,44.147613525390625,49.02100372314453
2021-03-18,117.39568328857422,138.12388610839844,43.570343017578125,46.90724563598633
2021-03-19,116.8697280883789,135.92478942871094,43.77712631225586,46.64302444458008
2021-03-22,120.18131256103516,132.27125549316406,43.940826416015625,46.164127349853516
2021-03-23,119.3534164428711,130.9483184814453,44.27684783935547,45.59440612792969
2021-03-24,116.96710968017578,131.96461486816406,44.38884353637695,46.51917266845703
2021-03-25,117.45413208007812,133.65557861328125,44.819644927978516,46.38705825805664
2021-03-26,118.0580062866211,135.88096618652344,45.698455810546875,47.65036392211914
2021-03-29,118.23332977294922,133.7694549560547,46.39633560180664,47.39440155029297
2021-03-30,116.78205871582031,135.34652709960938,45.793235778808594,46.808162689208984
2021-03-31,118.97355651855469,133.37522888183594,45.414127349853516,46.098079681396484
2021-04-01,119.80146789550781,134.67190551757812,45.24180603027344,47.38614273071289
2021-04-05,122.62603759765625,135.38577270507812,45.50028991699219,46.651275634765625
2021-04-06,122.927978515625,134.43394470214844,45.82769012451172,46.51917266845703
2021-04-07,124.57402801513672,136.54026794433594,45.905235290527344,46.725589752197266
2021-04-08,126.97001647949219,136.70770263671875,45.76737976074219,46.23844528198242
2021-04-09,129.5414276123047,137.7300262451172,45.81907653808594,46.1310920715332
2021-04-12,127.82720947265625,137.43919372558594,45.965545654296875,45.825592041015625
2021-04-13,130.9342498779297,135.79995727539062,45.74153518676758,45.998992919921875
2021-04-14,128.59661865234375,133.2618408203125,45.73292541503906,47.32833480834961
2021-04-15,131.0023956298828,134.10784912109375,45.94831848144531,47.047611236572266
2021-04-16,130.67120361328125,135.10374450683594,46.24987030029297,46.78340530395508
2021-04-19,131.3335723876953,134.53089904785156,46.52558135986328,46.634769439697266
2021-04-20,129.64852905273438,131.55209350585938,46.67204284667969,45.65220260620117
2021-04-21,130.0283966064453,132.6713409423828,47.0511474609375,46.23844528198242
2021-04-22,128.50900268554688,129.8776092529297,46.90467834472656,45.63568878173828
2021-04-23,130.82708740234375,132.36288452148438,46.930519104003906,45.883384704589844
2021-04-26,131.21669006347656,132.6890106201172,46.23263168334961,45.97422409057617
2021-04-27,130.89527893066406,133.29705810546875,46.16371536254883,46.576961517333984
2021-04-28,130.10633850097656,134.16075134277344,46.17232894897461,47.98064422607422
2021-04-29,130.00892639160156,136.7694091796875,46.74959945678711,48.66595458984375
2021-04-30,128.04144287109375,135.55322265625,46.50834655761719,47.26228713989258
2021-05-03,129.09339904785156,135.1566619873047,46.93913650512695,48.566871643066406
2021-05-04,124.52532196044922,137.02496337890625,46.64619445800781,48.872371673583984
2021-05-05,124.76882934570312,138.82281494140625,46.52558135986328,50.342098236083984
2021-05-06,126.3661880493164,141.6165771484375,46.99082946777344,50.82098388671875
2021-05-07,127.0394058227539,142.101318359375,46.96498489379883,51.547607421875
2021-05-10,123.76119995117188,142.0836639404297,47.30961608886719,51.67145919799805
2021-05-11,122.8440933227539,139.7217559814453,46.80128479003906,50.02833938598633
2021-05-12,119.78055572509766,138.76113891601562,46.56003952026367,50.296409606933594
2021-05-13,121.92697143554688,142.33041381835938,46.96498489379883,49.67649841308594
2021-05-14,124.34656524658203,144.54251098632812,47.15453338623047,50.90793228149414
2021-05-17,123.19534301757812,145.12416076660156,47.07699203491211,52.09748840332031
2021-05-18,121.80989837646484,143.0795440673828,46.81850814819336,50.62311553955078
2021-05-19,121.65380096435547,141.9867401123047,46.67204284667969,49.40842819213867
2021-05-20,124.20999145507812,141.7399444580078,47.08560562133789,49.291141510009766
2021-05-21,122.37577819824219,143.35275268554688,47.05976486206055,49.35817337036133
2021-05-24,124.00509643554688,144.12832641601562,47.21484375,49.93619155883789
2021-05-25,123.80997467041016,142.63888549804688,47.206233978271484,48.80526351928711
2021-05-26,123.76119995117188,142.6212615966797,47.41300582885742,49.37492370605469
2021-05-27,122.22940826416016,144.84213256835938,47.8093376159668,49.05659484863281
2021-05-28,121.57573699951172,144.7451934814453,47.63702392578125,48.89741516113281
2021-06-01,121.2537841796875,146.34034729003906,47.6284065246582,50.648250579833984
2021-06-02,122.01478576660156,146.34921264648438,47.817955017089844,51.050350189208984
2021-06-03,120.53178405761719,146.4460906982422,47.938575744628906,51.25139236450195
2021-06-04,122.82456970214844,146.68406677246094,48.45552062988281,51.47758865356445
